trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
510,False,"{'a': 0.600495578812266, 'e': 0.7213823574366063}",20,0,-40.11813246331901,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
511,False,"{'a': 0.5998953833811855, 'e': 0.7203427407733132}",25,0,-84.13388475630379,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
512,False,"{'a': 0.5992957878455385, 'e': 0.7193015033391573}",20,0,-173.90966803386368,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
513,False,"{'a': 0.5986967916057292, 'e': 0.7182586474769224}",25,0,-155.76078870496008,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
514,False,"{'a': 0.5980983940627613, 'e': 0.7172141755330337}",20,0,-66.86140015131791,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
515,False,"{'a': 0.5975005946182375, 'e': 0.7161680898575525}",20,0,-92.92554926911748,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
516,False,"{'a': 0.596903392674358, 'e': 0.7151203928041714}",25,0,-33.925824082728106,"{0: 18, 1: 5, 2: 1, 3: 1, 4: 0}",0
517,False,"{'a': 0.596306787633921, 'e': 0.714071086730208}",20,0,-50.487178890926764,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
518,False,"{'a': 0.5957107789003212, 'e': 0.7130201739966009}",20,0,-88.31112812102855,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
519,False,"{'a': 0.5951153658775501, 'e': 0.7119676569679031}",20,0,-101.23707687939495,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
520,False,"{'a': 0.5945205479701944, 'e': 0.7109135380122773}",20,0,-19.296223009817034,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
521,False,"{'a': 0.5939263245834362, 'e': 0.7098578195014911}",30,10,-102.87909385928187,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",1
522,False,"{'a': 0.593332695123052, 'e': 0.7088005038109104}",30,0,-108.5454313140198,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
523,False,"{'a': 0.5927396589954125, 'e': 0.7077415933194952}",20,12,-50.23020375132354,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
524,False,"{'a': 0.5921472156074813, 'e': 0.7066810904097935}",25,0,-98.1116825881938,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
525,False,"{'a': 0.5915553643668151, 'e': 0.7056189974679365}",25,0,-60.19809412801311,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
526,False,"{'a': 0.5909641046815626, 'e': 0.704555316883633}",20,0,-84.81325404008842,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
527,False,"{'a': 0.5903734359604639, 'e': 0.7034900510501637}",30,3,-40.78146916187586,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 0}",1
528,False,"{'a': 0.5897833576128505, 'e': 0.7024232023643764}",25,0,-92.26030682226506,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
529,False,"{'a': 0.5891938690486438, 'e': 0.70135477322668}",35,0,-115.22170094950202,"{0: 23, 1: 3, 2: 7, 3: 1, 4: 1}",0
530,False,"{'a': 0.5886049696783552, 'e': 0.7002847660410397}",20,0,-52.83435257158909,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
531,False,"{'a': 0.5880166589130854, 'e': 0.6992131832149714}",20,9,-13.531533330576746,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
532,False,"{'a': 0.5874289361645234, 'e': 0.6981400271595357}",20,0,-122.80871733750362,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
533,False,"{'a': 0.5868418008449466, 'e': 0.6970653002893334}",20,0,-114.5056672728996,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
534,False,"{'a': 0.5862552523672196, 'e': 0.6959890050224996}",20,0,-25.057235694538782,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
535,False,"{'a': 0.5856692901447939, 'e': 0.6949111437806982}",20,0,-145.2033790780507,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",1
536,False,"{'a': 0.585083913591707, 'e': 0.6938317189891162}",25,0,-39.598236134248474,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
537,False,"{'a': 0.5844991221225824, 'e': 0.6927507330764595}",30,0,5.61946518325289,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
538,False,"{'a': 0.5839149151526287, 'e': 0.6916681884749454}",20,0,-12.192262764778317,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
539,False,"{'a': 0.5833312920976388, 'e': 0.6905840876202991}",25,0,-106.76731375052003,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
540,False,"{'a': 0.5827482523739896, 'e': 0.6894984329517471}",20,0,-44.0643760709612,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
541,False,"{'a': 0.5821657953986414, 'e': 0.6884112269120117}",25,0,-168.1590514652503,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 4}",0
542,False,"{'a': 0.5815839205891371, 'e': 0.6873224719473062}",20,0,-94.58100615181222,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
543,False,"{'a': 0.5810026273636019, 'e': 0.6862321705073289}",25,9,-12.645864756506763,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
544,False,"{'a': 0.5804219151407424, 'e': 0.6851403250452572}",20,6,-82.45154132718449,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
545,False,"{'a': 0.5798417833398464, 'e': 0.6840469380177434}",20,11,-34.956597161962726,"{0: 4, 1: 2, 2: 3, 3: 0, 4: 0}",1
546,False,"{'a': 0.579262231380782, 'e': 0.6829520118849076}",20,0,-34.24411651551429,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
547,False,"{'a': 0.5786832586839974, 'e': 0.6818555491103332}",25,0,-277.7261810999815,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 7}",0
548,False,"{'a': 0.5781048646705196, 'e': 0.6807575521610609}",20,4,-85.56803012334518,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
549,False,"{'a': 0.5775270487619547, 'e': 0.6796580235075835}",30,16,-53.534360745889586,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
550,False,"{'a': 0.5769498103804866, 'e': 0.6785569656238399}",25,0,-123.02133622343221,"{0: 13, 1: 1, 2: 10, 3: 0, 4: 1}",0
551,False,"{'a': 0.5763731489488771, 'e': 0.6774543809872099}",35,0,-32.03732148924558,"{0: 27, 1: 2, 2: 6, 3: 0, 4: 0}",0
552,False,"{'a': 0.5757970638904646, 'e': 0.6763502720785085}",35,0,-38.57355548108515,"{0: 29, 1: 1, 2: 3, 3: 2, 4: 0}",0
553,False,"{'a': 0.5752215546291638, 'e': 0.6752446413819803}",20,0,-44.73276822431921,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
554,False,"{'a': 0.5746466205894657, 'e': 0.6741374913852938}",30,5,-7.367746519506124,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",1
555,False,"{'a': 0.5740722611964361, 'e': 0.6730288245795362}",25,0,-149.35885679466116,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
556,False,"{'a': 0.5734984758757153, 'e': 0.671918643459207}",25,16,-33.25713230769695,"{0: 5, 1: 2, 2: 1, 3: 1, 4: 0}",1
557,False,"{'a': 0.5729252640535184, 'e': 0.6708069505222136}",20,11,4.973625283134712,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.5723526251566332, 'e': 0.6696937482698646}",25,9,-52.4147982712889,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
559,False,"{'a': 0.5717805586124209, 'e': 0.6685790392068645}",20,0,-63.438894768355226,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
560,False,"{'a': 0.5712090638488149, 'e': 0.6674628258413082}",25,2,-24.29664996554005,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
561,False,"{'a': 0.5706381402943203, 'e': 0.6663451106846753}",20,0,-51.34827500947481,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
562,False,"{'a': 0.5700677873780136, 'e': 0.6652258962518245}",25,6,-11.76395008235013,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 0}",1
563,False,"{'a': 0.5694980045295416, 'e': 0.6641051850609878}",20,5,-14.171315559991902,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
564,False,"{'a': 0.5689287911791218, 'e': 0.662982979633765}",30,6,-94.94486852432912,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 2}",1
565,False,"{'a': 0.5683601467575404, 'e': 0.6618592824951175}",30,0,-115.73940140018036,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
566,False,"{'a': 0.5677920706961532, 'e': 0.6607340961733636}",25,0,-19.936723441728304,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
567,False,"{'a': 0.5672245624268841, 'e': 0.6596074232001722}",20,0,-11.010538060926063,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
568,False,"{'a': 0.5666576213822246, 'e': 0.6584792661105568}",20,0,-60.69360170116493,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
569,False,"{'a': 0.5660912469952337, 'e': 0.6573496274428705}",20,0,-153.62907898701218,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
570,False,"{'a': 0.5655254386995371, 'e': 0.6562185097387998}",25,15,1.307502160851675,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.5649601959293262, 'e': 0.6550859155433589}",20,0,-139.30502000095268,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 4}",0
572,False,"{'a': 0.5643955181193584, 'e': 0.6539518474048845}",30,13,-46.221209729736884,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
573,False,"{'a': 0.5638314047049556, 'e': 0.6528163078750293}",20,7,-98.05513031787874,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 2}",1
574,False,"{'a': 0.5632678551220046, 'e': 0.6516792995087568}",20,12,-7.740197816216346,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
575,False,"{'a': 0.5627048688069557, 'e': 0.6505408248643353}",30,13,20.51292417724638,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.5621424451968224, 'e': 0.6494008865033324}",25,17,-4.560599674110553,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.5615805837291813, 'e': 0.6482594869906086}",25,0,-55.69481575235536,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
578,False,"{'a': 0.5610192838421706, 'e': 0.6471166288943128}",20,0,-75.39816388017039,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
579,False,"{'a': 0.5604585449744904, 'e': 0.6459723147858748}",30,20,-16.790059217757033,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
580,False,"{'a': 0.559898366565402, 'e': 0.6448265472400012}",20,0,-6.638583785689734,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
581,False,"{'a': 0.5593387480547268, 'e': 0.6436793288346683}",25,14,-5.449137741805169,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
582,False,"{'a': 0.5587796888828463, 'e': 0.6425306621511171}",25,19,11.819284154465864,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5582211884907012, 'e': 0.6413805497738471}",20,0,-11.837867576709485,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
584,False,"{'a': 0.5576632463197913, 'e': 0.6402289942906106}",20,0,-14.996456282716302,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
585,False,"{'a': 0.5571058618121739, 'e': 0.6390759982924071}",30,0,-5.240377727325505,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
586,False,"{'a': 0.5565490344104649, 'e': 0.6379215643734772}",30,12,-11.754354376974607,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
587,False,"{'a': 0.5559927635578367, 'e': 0.6367656951312964}",25,8,-9.40800808040335,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
588,False,"{'a': 0.5554370486980184, 'e': 0.6356083931665704}",25,11,3.183951884011756,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.5548818892752949, 'e': 0.6344496610832276}",25,0,-29.707169703007622,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
590,False,"{'a': 0.5543272847345071, 'e': 0.6332895014884152}",20,0,-43.73905707754405,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
591,False,"{'a': 0.5537732345210501, 'e': 0.6321279169924916}",25,4,3.832631516422466,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
592,False,"{'a': 0.5532197380808739, 'e': 0.6309649102090216}",25,3,-3.7852770399292863,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
593,False,"{'a': 0.5526667948604818, 'e': 0.6298004837547696}",35,0,-42.15184761697329,"{0: 28, 1: 2, 2: 3, 3: 2, 4: 0}",0
594,False,"{'a': 0.5521144043069306, 'e': 0.628634640249695}",25,0,-15.40705408163733,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
595,False,"{'a': 0.5515625658678298, 'e': 0.6274673823169449}",20,7,-35.70849317975268,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
596,False,"{'a': 0.5510112789913408, 'e': 0.6262987125828494}",20,0,-81.47680449644452,"{0: 15, 1: 1, 2: 0, 3: 3, 4: 1}",0
597,False,"{'a': 0.5504605431261766, 'e': 0.6251286336769147}",20,2,-100.66672968167671,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 3}",1
598,False,"{'a': 0.5499103577216016, 'e': 0.6239571482318181}",20,0,-51.210799218762325,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
599,False,"{'a': 0.54936072222743, 'e': 0.6227842588834013}",25,11,-40.37150214427149,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
600,False,"{'a': 0.5488116360940265, 'e': 0.6216099682706645}",25,14,9.506910580367226,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
601,False,"{'a': 0.5482630987723047, 'e': 0.6204342790357614}",30,0,-44.94217170571898,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
602,False,"{'a': 0.5477151097137275, 'e': 0.6192571938239922}",25,17,2.462465542730186,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.5471676683703056, 'e': 0.6180787152837983}",25,11,-45.4897715994847,"{0: 8, 1: 3, 2: 2, 3: 1, 4: 0}",1
604,False,"{'a': 0.5466207741945976, 'e': 0.6168988460667556}",25,0,-87.68268437149547,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
605,False,"{'a': 0.5460744266397094, 'e': 0.6157175888275696}",25,3,13.781860683840696,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.5455286251592933, 'e': 0.6145349462240683}",20,0,-49.437657395446266,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
607,False,"{'a': 0.544983369207548, 'e': 0.6133509209171976}",30,18,9.05826301422017,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
608,False,"{'a': 0.5444386582392171, 'e': 0.6121655155710133}",20,0,0.9699956404741404,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
609,False,"{'a': 0.5438944917095899, 'e': 0.6109787328526773}",30,8,-34.52211545572944,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
610,False,"{'a': 0.5433508690744998, 'e': 0.6097905754324502}",20,16,6.656425278806637,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.542807789790324, 'e': 0.6086010459836856}",25,0,-14.116660107045256,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
612,False,"{'a': 0.5422652533139832, 'e': 0.6074101471828243}",25,12,-67.10279218594133,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 1}",1
613,False,"{'a': 0.541723259102941, 'e': 0.6062178817093881}",20,8,-42.433007819564665,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
614,False,"{'a': 0.5411818066152029, 'e': 0.6050242522459737}",20,0,-23.48842820724331,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
615,False,"{'a': 0.5406408953093166, 'e': 0.6038292614782471}",20,6,-60.686597773697414,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 1}",1
616,False,"{'a': 0.5401005246443706, 'e': 0.6026329120949369}",20,0,17.895848943276295,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
617,False,"{'a': 0.5395606940799943, 'e': 0.6014352067878287}",25,0,-145.70639024144958,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
618,False,"{'a': 0.539021403076357, 'e': 0.6002361482517589}",25,14,-36.87624378893461,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
619,False,"{'a': 0.5384826510941678, 'e': 0.5990357391846088}",25,18,-9.767003001386637,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
620,False,"{'a': 0.5379444375946745, 'e': 0.5978339822872982}",20,5,-19.864003584491478,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
621,False,"{'a': 0.5374067620396636, 'e': 0.5966308802637799}",30,0,-75.73384175953646,"{0: 22, 1: 2, 2: 3, 3: 3, 4: 0}",0
622,False,"{'a': 0.5368696238914595, 'e': 0.5954264358210324}",30,13,-35.61453700600954,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
623,False,"{'a': 0.5363330226129241, 'e': 0.5942206516690557}",25,0,-81.878496569407,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
624,False,"{'a': 0.535796957667456, 'e': 0.5930135305208634}",30,0,-21.778956020500598,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
625,False,"{'a': 0.5352614285189903, 'e': 0.5918050750924776}",20,7,-35.531498780149064,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
626,False,"{'a': 0.5347264346319975, 'e': 0.5905952881029224}",25,7,-0.6047160099444304,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
627,False,"{'a': 0.5341919754714841, 'e': 0.5893841722742182}",25,0,-13.897157894986277,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
628,False,"{'a': 0.5336580505029906, 'e': 0.588171730331375}",35,1,-130.28807245768365,"{0: 26, 1: 2, 2: 3, 3: 0, 4: 3}",1
629,False,"{'a': 0.5331246591925921, 'e': 0.5869579650023868}",25,0,-156.94398471077412,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
630,False,"{'a': 0.5325918010068972, 'e': 0.5857428790182249}",20,0,-124.13235610297104,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
631,False,"{'a': 0.5320594754130477, 'e': 0.5845264751128323}",20,0,-38.75092375331328,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
632,False,"{'a': 0.5315276818787179, 'e': 0.5833087560231173}",20,0,13.764139542462495,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
633,False,"{'a': 0.5309964198721143, 'e': 0.5820897244889474}",30,6,5.1772543493845955,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
634,False,"{'a': 0.5304656888619749, 'e': 0.5808693832531429}",30,1,-169.56102278135614,"{0: 17, 1: 3, 2: 6, 3: 0, 4: 3}",1
635,False,"{'a': 0.5299354883175685, 'e': 0.5796477350614712}",25,0,-137.76296733230473,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
636,False,"{'a': 0.5294058177086945, 'e': 0.57842478266264}",20,0,-98.16817496726928,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
637,False,"{'a': 0.5288766765056825, 'e': 0.577200528808292}",20,0,-90.5991162158081,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
638,False,"{'a': 0.528348064179391, 'e': 0.5759749762529975}",20,0,-37.56270035895714,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
639,False,"{'a': 0.5278199802012077, 'e': 0.5747481277542497}",25,15,-1.521362821502876,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.5272924240430485, 'e': 0.5735199860724567}",20,9,-44.94756323536451,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
641,False,"{'a': 0.5267653951773574, 'e': 0.5722905539709371}",25,9,-22.103616157018493,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
642,False,"{'a': 0.5262388930771054, 'e': 0.5710598342159124}",20,2,-21.415356920956476,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
643,False,"{'a': 0.5257129172157903, 'e': 0.5698278295765017}",20,0,-114.90799064695553,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
644,False,"{'a': 0.5251874670674361, 'e': 0.5685945428247149}",25,0,-117.690839107232,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 3}",0
645,False,"{'a': 0.5246625421065929, 'e': 0.5673599767354465}",20,11,2.799561868598059,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
646,False,"{'a': 0.5241381418083354, 'e': 0.5661241340864699}",30,0,-45.144272853734755,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
647,False,"{'a': 0.5236142656482635, 'e': 0.5648870176584303}",25,1,-100.51477663714763,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 1}",1
648,False,"{'a': 0.5230909131025008, 'e': 0.5636486302348395}",30,17,9.418337708356248,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.5225680836476948, 'e': 0.5624089746020682}",20,0,-11.029951742142062,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
650,False,"{'a': 0.522045776761016, 'e': 0.5611680535493415}",20,0,-150.10793950038698,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
651,False,"{'a': 0.5215239919201575, 'e': 0.5599258698687309}",20,0,-93.32615050578421,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
652,False,"{'a': 0.5210027286033344, 'e': 0.5586824263551495}",20,7,-21.94725191360704,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
653,False,"{'a': 0.5204819862892833, 'e': 0.5574377258063443}",25,4,-51.86470729318045,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 1}",1
654,False,"{'a': 0.5199617644572618, 'e': 0.5561917710228914}",35,11,-39.776565604155344,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 1}",1
655,False,"{'a': 0.5194420625870482, 'e': 0.5549445648081882}",25,15,-82.72727139913542,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 2}",1
656,False,"{'a': 0.5189228801589404, 'e': 0.5536961099684484}",25,0,-70.18489792887874,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
657,False,"{'a': 0.518404216653756, 'e': 0.5524464093126947}",20,0,-55.56436290416895,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
658,False,"{'a': 0.5178860715528314, 'e': 0.5511954656527531}",20,0,-6.174548998758805,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
659,False,"{'a': 0.5173684443380216, 'e': 0.5499432818032464}",25,0,-66.12608332189303,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
660,False,"{'a': 0.5168513344916993, 'e': 0.5486898605815876}",30,0,-91.49008235299453,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
661,False,"{'a': 0.5163347414967544, 'e': 0.5474352048079739}",20,13,3.731253622323087,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.5158186648365941, 'e': 0.5461793173053805}",20,0,-87.1773502529024,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
663,False,"{'a': 0.5153031039951417, 'e': 0.5449222008995535}",30,22,-10.042816063720535,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
664,False,"{'a': 0.5147880584568362, 'e': 0.5436638584190043}",20,1,6.002223944272134,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
665,False,"{'a': 0.5142735277066319, 'e': 0.542404292695003}",25,12,10.681467954161251,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.5137595112299984, 'e': 0.5411435065615721}",25,0,-20.56201426097666,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
667,False,"{'a': 0.5132460085129188, 'e': 0.5398815028554796}",25,0,-38.34004121910332,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
668,False,"{'a': 0.5127330190418905, 'e': 0.5386182844162335}",20,3,10.247780998493155,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
669,False,"{'a': 0.512220542303924, 'e': 0.5373538540860746}",30,14,-2.3884631406700487,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.5117085777865424, 'e': 0.5360882147099708}",25,9,-30.234908952816365,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
671,False,"{'a': 0.5111971249777814, 'e': 0.5348213691356102}",20,0,-40.000216930051316,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
672,False,"{'a': 0.5106861833661879, 'e': 0.5335533202133944}",30,0,-59.94611604807518,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",1
673,False,"{'a': 0.5101757524408203, 'e': 0.5322840707964334}",20,0,-15.925957878090177,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
674,False,"{'a': 0.5096658316912477, 'e': 0.5310136237405375}",30,19,12.833185919662155,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5091564206075492, 'e': 0.5297419819042124}",30,20,-2.5393930794464348,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
676,False,"{'a': 0.5086475186803137, 'e': 0.5284691481486514}",20,0,-23.030585904379457,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
677,False,"{'a': 0.5081391254006393, 'e': 0.5271951253377299}",25,13,-3.1722317084591074,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
678,False,"{'a': 0.5076312402601327, 'e': 0.525919916337999}",20,0,-21.595420804738062,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
679,False,"{'a': 0.5071238627509087, 'e': 0.5246435240186782}",25,13,7.570569798442255,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
680,False,"{'a': 0.5066169923655897, 'e': 0.5233659512516496}",20,0,-41.50808748269465,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
681,False,"{'a': 0.5061106285973052, 'e': 0.5220872009114514}",20,9,11.38217444982381,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.5056047709396915, 'e': 0.5208072758752715}",25,0,-128.6361396399774,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
